org.apache.camel.Body	MemberReference,MemberReference
org.apache.camel.component.pojo.NoPojoAvailableException	NoPojoAvailableException,ReferenceType,VariableDeclarator,NoPojoAvailableException,endpoint,ReferenceType,StatementExpression,MemberReference,StatementExpression,MemberReference,MemberReference,getEndpoint,ReferenceType,ReturnStatement,MemberReference,ReferenceType
org.apache.camel.component.pojo.PojoComponent	PojoComponent,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,HashMap,ReferenceType,ReferenceType,ReferenceType,addService,uri,ReferenceType,pojo,ReferenceType,StatementExpression,put(),MemberReference,MemberReference,removeService,uri,ReferenceType,StatementExpression,remove(),MemberReference,getService,ReferenceType,uri,ReferenceType,ReturnStatement,get(),MemberReference,createEndpoint,ReferenceType,ReferenceType,uri,ReferenceType,remaining,ReferenceType,parameters,ReferenceType,ReferenceType,VariableDeclarator,getService(),MemberReference,ReturnStatement,PojoEndpoint,ReferenceType,MemberReference,MemberReference,createProxy,ReferenceType,endpoint,ReferenceType,cl,ReferenceType,interfaces,ReferenceType,ReferenceType,VariableDeclarator,createProducer(),ReturnStatement,newProxyInstance(),MemberReference,MemberReference,InvocationHandler,ReferenceType,invoke,ReferenceType,proxy,ReferenceType,method,ReferenceType,args,ReferenceType,ReferenceType,VariableDeclarator,PojoInvocation,ReferenceType,MemberReference,MemberReference,MemberReference,ReferenceType,VariableDeclarator,PojoExchange,ReferenceType,getContext(),StatementExpression,setInvocation(),MemberReference,StatementExpression,process(),MemberReference,ReferenceType,VariableDeclarator,getException(),IfStatement,MemberReference,BlockStatement,ThrowStatement,InvocationTargetException,ReferenceType,MemberReference,ReturnStatement,getOut(),getBody(),createProxy,ReferenceType,endpoint,ReferenceType,interfaces,ReferenceType,IfStatement,MemberReference,BlockStatement,ThrowStatement,IllegalArgumentException,ReferenceType,ReturnStatement,createProxy(),MemberReference,MemberReference,getClassLoader(),MemberReference,createProxy,ReferenceType,endpoint,ReferenceType,cl,ReferenceType,interfaceClass,ReferenceType,ReferenceType,ReturnStatement,ReferenceType,createProxy(),MemberReference,MemberReference,ReferenceType,MemberReference,createProxy,ReferenceType,endpoint,ReferenceType,interfaceClass,ReferenceType,ReferenceType,ReturnStatement,ReferenceType,createProxy(),MemberReference,ReferenceType,MemberReference,ReferenceType,ReferenceType
org.apache.camel.component.pojo.PojoEndpoint	PojoEndpoint,ReferenceType,VariableDeclarator,PojoEndpoint,uri,ReferenceType,component,ReferenceType,pojo,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,createProducer,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,getPojo(),IfStatement,MemberReference,BlockStatement,ThrowStatement,NoPojoAvailableException,ReferenceType,ReturnStatement,DefaultProducer,ReferenceType,process,exchange,ReferenceType,ReferenceType,VariableDeclarator,toExchangeType(),MemberReference,StatementExpression,invoke(),MemberReference,MemberReference,StatementExpression,copyFrom(),MemberReference,createConsumer,ReferenceType,ReferenceType,processor,ReferenceType,ThrowStatement,Exception,ReferenceType,invoke,pojo,ReferenceType,exchange,ReferenceType,ReferenceType,VariableDeclarator,getInvocation(),TryStatement,ReferenceType,VariableDeclarator,getMethod(),invoke(),MemberReference,getArgs(),StatementExpression,getOut(),setBody(),MemberReference,CatchClause,e,StatementExpression,setException(),getCause(),CatchClause,e,ThrowStatement,MemberReference,CatchClause,e,ThrowStatement,RuntimeException,ReferenceType,MemberReference,createExchange,ReferenceType,ReturnStatement,PojoExchange,ReferenceType,getContext(),isSingleton,BasicType,ReturnStatement,getPojo,ReferenceType,ReturnStatement,MemberReference,setPojo,pojo,ReferenceType,StatementExpression,MemberReference,MemberReference,ReferenceType,ReferenceType
org.apache.camel.component.pojo.PojoExchange	PojoExchange,PojoExchange,context,ReferenceType,StatementExpression,MemberReference,getInvocation,ReferenceType,ReturnStatement,getIn(),getBody(),ReferenceType,setInvocation,invocation,ReferenceType,StatementExpression,getIn(),setBody(),MemberReference,newInstance,ReferenceType,ReturnStatement,PojoExchange,ReferenceType,getContext(),ReferenceType
org.apache.camel.component.pojo.PojoInvocation	PojoInvocation,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,PojoInvocation,proxy,ReferenceType,method,ReferenceType,args,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,getArgs,ReferenceType,ReturnStatement,MemberReference,getMethod,ReferenceType,ReturnStatement,MemberReference,getProxy,ReferenceType,ReturnStatement,MemberReference
org.apache.camel.component.pojo.timer.TimerComponent	TimerComponent,ReferenceType,ReferenceType,VariableDeclarator,ArrayList,ReferenceType,ReferenceType,addConsumer,BasicType,consumer,ReferenceType,ReturnStatement,add(),MemberReference,removeConsumer,BasicType,consumer,ReferenceType,ReturnStatement,remove(),MemberReference,createEndpoint,ReferenceType,ReferenceType,uri,ReferenceType,remaining,ReferenceType,parameters,ReferenceType,ReturnStatement,TimerEndpoint,ReferenceType,MemberReference,MemberReference,ReferenceType,ReferenceType
org.apache.camel.component.pojo.timer.TimerConsumer	TimerConsumer,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,TimerConsumer,endpoint,ReferenceType,processor,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,doStart,ReferenceType,VariableDeclarator,getComponent(),StatementExpression,addConsumer(),StatementExpression,MemberReference,createTimerAndTask(),doStop,IfStatement,MemberReference,BlockStatement,StatementExpression,cancel(),ReferenceType,VariableDeclarator,getComponent(),StatementExpression,removeConsumer(),createTimerAndTask,ReferenceType,ReferenceType,VariableDeclarator,createProxy(),ReferenceType,VariableDeclarator,TimerTask,ReferenceType,run,StatementExpression,run(),ReferenceType,VariableDeclarator,Timer,ReferenceType,getTimerName(),isDaemon(),IfStatement,isFixedRate(),BlockStatement,IfStatement,getTime(),BlockStatement,StatementExpression,scheduleAtFixedRate(),MemberReference,getTime(),getPeriod(),BlockStatement,StatementExpression,scheduleAtFixedRate(),MemberReference,getDelay(),getPeriod(),BlockStatement,IfStatement,getTime(),BlockStatement,IfStatement,getPeriod(),BlockStatement,StatementExpression,schedule(),MemberReference,getTime(),getPeriod(),BlockStatement,StatementExpression,schedule(),MemberReference,getTime(),BlockStatement,IfStatement,getPeriod(),BlockStatement,StatementExpression,schedule(),MemberReference,getDelay(),getPeriod(),BlockStatement,StatementExpression,schedule(),MemberReference,getDelay(),ReturnStatement,MemberReference,createProxy,ReferenceType,ReturnStatement,ReferenceType,newProxyInstance(),getClassLoader(),ReferenceType,ReferenceType,ReferenceType,invoke,ReferenceType,proxy,ReferenceType,method,ReferenceType,args,ReferenceType,IfStatement,isStarted(),BlockStatement,ThrowStatement,IllegalStateException,ReferenceType,getEndpoint(),getEndpointUri(),ReferenceType,VariableDeclarator,PojoInvocation,ReferenceType,MemberReference,MemberReference,MemberReference,ReferenceType,VariableDeclarator,getEndpoint(),createExchange(),StatementExpression,setInvocation(),MemberReference,StatementExpression,getProcessor(),process(),MemberReference,ReferenceType,VariableDeclarator,getException(),IfStatement,MemberReference,BlockStatement,ThrowStatement,InvocationTargetException,ReferenceType,MemberReference,ReturnStatement,getOut(),getBody(),ReferenceType,ReferenceType,ReferenceType
org.apache.camel.component.pojo.timer.TimerEndpoint	TimerEndpoint,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,BasicType,VariableDeclarator,BasicType,VariableDeclarator,BasicType,VariableDeclarator,BasicType,VariableDeclarator,TimerEndpoint,fullURI,ReferenceType,component,ReferenceType,timerPartURI,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,ReferenceType,VariableDeclarator,URI,ReferenceType,MemberReference,ReferenceType,VariableDeclarator,parseParamters(),MemberReference,StatementExpression,setProperties(),MemberReference,StatementExpression,MemberReference,getPath(),createProducer,ReferenceType,ReferenceType,ThrowStatement,RuntimeCamelException,ReferenceType,getEndpointUri(),createConsumer,ReferenceType,ReferenceType,processor,ReferenceType,ReturnStatement,TimerConsumer,ReferenceType,MemberReference,createExchange,ReferenceType,ReturnStatement,PojoExchange,ReferenceType,getContext(),getComponent,ReferenceType,ReturnStatement,MemberReference,getTimerName,ReferenceType,ReturnStatement,MemberReference,isDaemon,BasicType,ReturnStatement,MemberReference,setDaemon,daemon,BasicType,StatementExpression,MemberReference,MemberReference,getDelay,BasicType,ReturnStatement,MemberReference,setDelay,delay,BasicType,StatementExpression,MemberReference,MemberReference,isFixedRate,BasicType,ReturnStatement,MemberReference,setFixedRate,fixedRate,BasicType,StatementExpression,MemberReference,MemberReference,getPeriod,BasicType,ReturnStatement,MemberReference,setPeriod,period,BasicType,StatementExpression,MemberReference,MemberReference,getTime,ReferenceType,ReturnStatement,MemberReference,setTime,time,ReferenceType,StatementExpression,MemberReference,MemberReference,isSingleton,BasicType,ReturnStatement,ReferenceType,ReferenceType
org.apache.camel.component.processor.ProcessorEndpoint	ProcessorEndpoint,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ProcessorEndpoint,endpointUri,ReferenceType,component,ReferenceType,processor,ReferenceType,loadBalancer,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,createExchange,ReferenceType,ReturnStatement,DefaultExchange,ReferenceType,getContext(),createProducer,ReferenceType,ReferenceType,ReturnStatement,DefaultProducer,ReferenceType,ReferenceType,process,exchange,ReferenceType,StatementExpression,onExchange(),MemberReference,createConsumer,ReferenceType,ReferenceType,processor,ReferenceType,ReturnStatement,ProcessorEndpointConsumer,ReferenceType,MemberReference,getProcessor,ReferenceType,ReturnStatement,MemberReference,getLoadBalancer,ReferenceType,ReturnStatement,MemberReference,onExchange,exchange,ReferenceType,StatementExpression,process(),MemberReference,StatementExpression,process(),MemberReference,isSingleton,BasicType,ReturnStatement,ReferenceType,ReferenceType
org.apache.camel.component.processor.ProcessorEndpointConsumer	ProcessorEndpointConsumer,ReferenceType,VariableDeclarator,ProcessorEndpointConsumer,endpoint,ReferenceType,processor,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,doStart,StatementExpression,doStart(),StatementExpression,getLoadBalancer(),addProcessor(),getProcessor(),doStop,StatementExpression,getLoadBalancer(),removeProcessor(),getProcessor(),StatementExpression,doStop(),ReferenceType,ReferenceType
org.apache.camel.component.quartz.CamelJob	CamelJob,execute,context,ReferenceType,ReferenceType,VariableDeclarator,ReferenceType,getJobDetail(),getJobDataMap(),get(),MemberReference,IfStatement,MemberReference,BlockStatement,ThrowStatement,JobExecutionException,ReferenceType,MemberReference,StatementExpression,onJobExecute(),MemberReference,ReferenceType
org.apache.camel.component.quartz.QuartzComponent	QuartzComponent,ReferenceType,VariableDeclarator,getLog(),ReferenceType,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,QuartzComponent,QuartzComponent,context,ReferenceType,StatementExpression,MemberReference,createEndpoint,ReferenceType,uri,ReferenceType,remaining,ReferenceType,parameters,ReferenceType,ReferenceType,VariableDeclarator,QuartzEndpoint,ReferenceType,MemberReference,getScheduler(),ReferenceType,VariableDeclarator,URI,ReferenceType,MemberReference,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,getPath(),ReferenceType,VariableDeclarator,IfStatement,MemberReference,length(),BlockStatement,IfStatement,startsWith(),BlockStatement,StatementExpression,MemberReference,substring(),BasicType,VariableDeclarator,indexOf(),IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,CronTrigger,ReferenceType,StatementExpression,MemberReference,substring(),MemberReference,ReferenceType,VariableDeclarator,substring(),MemberReference,StatementExpression,MemberReference,replace(),StatementExpression,MemberReference,replace(),StatementExpression,debug(),MemberReference,StatementExpression,setCronExpression(),MemberReference,StatementExpression,setTrigger(),MemberReference,BlockStatement,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,getHost(),BlockStatement,StatementExpression,MemberReference,getHost(),ReferenceType,VariableDeclarator,MemberReference,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,getTrigger(),StatementExpression,setName(),MemberReference,StatementExpression,setGroup(),MemberReference,ReferenceType,VariableDeclarator,extractProperties(),MemberReference,ReferenceType,VariableDeclarator,extractProperties(),MemberReference,StatementExpression,setProperties(),MemberReference,MemberReference,StatementExpression,setProperties(),getJobDetail(),MemberReference,ReturnStatement,MemberReference,doStart,StatementExpression,doStart(),StatementExpression,getScheduler(),start(),doStop,IfStatement,MemberReference,BlockStatement,StatementExpression,shutdown(),StatementExpression,doStop(),getFactory,ReferenceType,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,createSchedulerFactory(),ReturnStatement,MemberReference,setFactory,factory,ReferenceType,StatementExpression,MemberReference,MemberReference,getScheduler,ReferenceType,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,createScheduler(),ReturnStatement,MemberReference,setScheduler,scheduler,ReferenceType,StatementExpression,MemberReference,MemberReference,getTriggers,ReferenceType,ReturnStatement,MemberReference,setTriggers,triggers,ReferenceType,StatementExpression,MemberReference,MemberReference,createSchedulerFactory,ReferenceType,ReturnStatement,StdSchedulerFactory,ReferenceType,createScheduler,ReferenceType,ReturnStatement,getFactory(),getScheduler(),ReferenceType,ReferenceType
org.apache.camel.component.quartz.QuartzConsumer	QuartzConsumer,QuartzConsumer,endpoint,ReferenceType,processor,ReferenceType,StatementExpression,MemberReference,MemberReference,getEndpoint,ReferenceType,ReturnStatement,ReferenceType,getEndpoint(),doStart,StatementExpression,doStart(),StatementExpression,getEndpoint(),consumerStarted(),doStop,StatementExpression,getEndpoint(),consumerStopped(),StatementExpression,doStop(),ReferenceType,ReferenceType
org.apache.camel.component.quartz.QuartzEndpoint	QuartzEndpoint,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,getLog(),ReferenceType,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,BasicType,VariableDeclarator,QuartzEndpoint,endpointUri,ReferenceType,component,ReferenceType,scheduler,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,addTriggers,triggerMap,ReferenceType,ReferenceType,ReferenceType,IfStatement,MemberReference,BlockStatement,ReferenceType,ReferenceType,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,entrySet(),ForStatement,EnhancedForControl,ReferenceType,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,MemberReference,BlockStatement,ReferenceType,VariableDeclarator,getKey(),ReferenceType,VariableDeclarator,getValue(),StatementExpression,notNull(),MemberReference,StatementExpression,notNull(),MemberReference,StatementExpression,addTrigger(),MemberReference,MemberReference,addTrigger,trigger,ReferenceType,detail,ReferenceType,IfStatement,getName(),BlockStatement,StatementExpression,setName(),getName(),IfStatement,getGroup(),BlockStatement,StatementExpression,setGroup(),getGroup(),IfStatement,getStartTime(),BlockStatement,StatementExpression,setStartTime(),Date,ReferenceType,StatementExpression,getJobDataMap(),put(),MemberReference,ReferenceType,VariableDeclarator,getJobClass(),IfStatement,MemberReference,BlockStatement,StatementExpression,setJobClass(),ReferenceType,IfStatement,getName(),BlockStatement,StatementExpression,setName(),getEndpointUri(),StatementExpression,getScheduler(),scheduleJob(),MemberReference,MemberReference,removeTrigger,trigger,ReferenceType,jobDetail,ReferenceType,StatementExpression,getScheduler(),unscheduleJob(),getName(),getGroup(),onJobExecute,jobExecutionContext,ReferenceType,IfStatement,isDebugEnabled(),BlockStatement,StatementExpression,debug(),MemberReference,ReferenceType,VariableDeclarator,createExchange(),MemberReference,TryStatement,StatementExpression,getLoadBalancer(),process(),MemberReference,CatchClause,e,ThrowStatement,MemberReference,CatchClause,e,ThrowStatement,JobExecutionException,ReferenceType,MemberReference,createExchange,ReferenceType,ReturnStatement,QuartzExchange,ReferenceType,getContext(),createExchange,ReferenceType,jobExecutionContext,ReferenceType,ReturnStatement,QuartzExchange,ReferenceType,getContext(),MemberReference,createProducer,ReferenceType,ReferenceType,ThrowStatement,UnsupportedOperationException,ReferenceType,createConsumer,ReferenceType,processor,ReferenceType,ReturnStatement,QuartzConsumer,ReferenceType,MemberReference,getComponent,ReferenceType,ReturnStatement,ReferenceType,getComponent(),isSingleton,BasicType,ReturnStatement,getScheduler,ReferenceType,ReturnStatement,MemberReference,getLoadBalancer,ReferenceType,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,createLoadBalancer(),ReturnStatement,MemberReference,setLoadBalancer,loadBalancer,ReferenceType,StatementExpression,MemberReference,MemberReference,getJobDetail,ReferenceType,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,createJobDetail(),ReturnStatement,MemberReference,setJobDetail,jobDetail,ReferenceType,StatementExpression,MemberReference,MemberReference,getTrigger,ReferenceType,IfStatement,MemberReference,BlockStatement,StatementExpression,MemberReference,createTrigger(),ReturnStatement,MemberReference,setTrigger,trigger,ReferenceType,StatementExpression,MemberReference,MemberReference,consumerStarted,consumer,ReferenceType,StatementExpression,getLoadBalancer(),addProcessor(),getProcessor(),IfStatement,MemberReference,BlockStatement,StatementExpression,addTrigger(),getTrigger(),getJobDetail(),StatementExpression,MemberReference,consumerStopped,consumer,ReferenceType,StatementExpression,getLoadBalancer(),removeProcessor(),getProcessor(),IfStatement,getLoadBalancer(),getProcessors(),isEmpty(),MemberReference,BlockStatement,StatementExpression,removeTrigger(),getTrigger(),getJobDetail(),StatementExpression,MemberReference,createLoadBalancer,ReferenceType,ReturnStatement,RoundRobinLoadBalancer,ReferenceType,createJobDetail,ReferenceType,ReturnStatement,JobDetail,ReferenceType,createTrigger,ReferenceType,ReturnStatement,SimpleTrigger,ReferenceType,ReferenceType,ReferenceType
org.apache.camel.component.quartz.QuartzExchange	QuartzExchange,QuartzExchange,context,ReferenceType,jobExecutionContext,ReferenceType,StatementExpression,MemberReference,StatementExpression,setIn(),QuartzMessage,ReferenceType,MemberReference,getIn,ReferenceType,ReturnStatement,ReferenceType,getIn(),getJobExecutionContext,ReferenceType,ReturnStatement,getIn(),getJobExecutionContext(),ReferenceType
org.apache.camel.component.quartz.QuartzMessage	QuartzMessage,ReferenceType,VariableDeclarator,QuartzMessage,exchange,ReferenceType,jobExecutionContext,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,setExchange(),MemberReference,StatementExpression,setBody(),getJobDetail(),getJobExecutionContext,ReferenceType,ReturnStatement,MemberReference,populateInitialHeaders,map,ReferenceType,ReferenceType,ReferenceType,StatementExpression,populateInitialHeaders(),MemberReference,IfStatement,MemberReference,BlockStatement,StatementExpression,put(),getCalendar(),StatementExpression,put(),getFireTime(),StatementExpression,put(),getJobDetail(),StatementExpression,put(),getJobInstance(),StatementExpression,put(),getJobRunTime(),StatementExpression,put(),getMergedJobDataMap(),StatementExpression,put(),getNextFireTime(),StatementExpression,put(),getPreviousFireTime(),StatementExpression,put(),getRefireCount(),StatementExpression,put(),getResult(),StatementExpression,put(),getScheduledFireTime(),StatementExpression,put(),getScheduler(),ReferenceType,VariableDeclarator,getTrigger(),StatementExpression,put(),MemberReference,StatementExpression,put(),getName(),StatementExpression,put(),getGroup(),ReferenceType
org.apache.camel.component.queue.QueueComponent	QueueComponent,createQueue,ReferenceType,ReferenceType,ReturnStatement,LinkedBlockingQueue,ReferenceType,ReferenceType,createEndpoint,ReferenceType,ReferenceType,uri,ReferenceType,remaining,ReferenceType,parameters,ReferenceType,ReturnStatement,QueueEndpoint,ReferenceType,ReferenceType,MemberReference,ReferenceType,ReferenceType,ReferenceType
org.apache.camel.component.queue.QueueEndpoint	QueueEndpoint,ReferenceType,ReferenceType,VariableDeclarator,QueueEndpoint,uri,ReferenceType,component,ReferenceType,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,createQueue(),createProducer,ReferenceType,ReferenceType,ReturnStatement,DefaultProducer,ReferenceType,process,exchange,ReferenceType,StatementExpression,add(),toExchangeType(),MemberReference,createConsumer,ReferenceType,ReferenceType,processor,ReferenceType,ReturnStatement,QueueEndpointConsumer,ReferenceType,ReferenceType,MemberReference,createExchange,ReferenceType,ReturnStatement,ReferenceType,DefaultExchange,ReferenceType,getContext(),getQueue,ReferenceType,ReferenceType,ReturnStatement,MemberReference,isSingleton,BasicType,ReturnStatement,ReferenceType,ReferenceType,ReferenceType
org.apache.camel.component.queue.QueueEndpointConsumer	QueueEndpointConsumer,ReferenceType,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,QueueEndpointConsumer,endpoint,ReferenceType,ReferenceType,processor,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,toString,ReferenceType,ReturnStatement,getEndpointUri(),run,WhileStatement,isStopping(),BlockStatement,ReferenceType,VariableDeclarator,TryStatement,StatementExpression,MemberReference,getQueue(),poll(),MemberReference,CatchClause,e,BreakStatement,IfStatement,MemberReference,isStopping(),BlockStatement,TryStatement,StatementExpression,process(),MemberReference,CatchClause,e,StatementExpression,printStackTrace(),doStart,StatementExpression,MemberReference,Thread,ReferenceType,getEndpointUri(),StatementExpression,setDaemon(),StatementExpression,start(),doStop,StatementExpression,join(),ReferenceType,ReferenceType,ReferenceType,ReferenceType,ReferenceType
org.apache.camel.component.rmi.RmiComponent	RmiComponent,RmiComponent,RmiComponent,context,ReferenceType,StatementExpression,MemberReference,createEndpoint,ReferenceType,ReferenceType,uri,ReferenceType,remaining,ReferenceType,parameters,ReferenceType,ReturnStatement,RmiEndpoint,ReferenceType,MemberReference,ReferenceType,ReferenceType
org.apache.camel.component.rmi.RmiConsumer	RmiConsumer,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,RmiConsumer,endpoint,ReferenceType,processor,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,MemberReference,doStart,ReferenceType,VariableDeclarator,ReferenceType,getRemoteInterfaces(),size(),StatementExpression,getRemoteInterfaces(),toArray(),MemberReference,StatementExpression,MemberReference,ReferenceType,newProxyInstance(),getClassLoader(),MemberReference,StatementExpression,MemberReference,exportObject(),MemberReference,getPort(),TryStatement,ReferenceType,VariableDeclarator,getRegistry(),ReferenceType,VariableDeclarator,getName(),StatementExpression,bind(),MemberReference,MemberReference,TryStatement,StatementExpression,unexportObject(),MemberReference,CatchClause,e1,StatementExpression,MemberReference,ThrowStatement,MemberReference,CatchClause,e1,StatementExpression,doStart(),doStop,StatementExpression,doStop(),TryStatement,ReferenceType,VariableDeclarator,getRegistry(),StatementExpression,unbind(),getName(),CatchClause,e1,StatementExpression,unexportObject(),MemberReference,invoke,ReferenceType,proxy,ReferenceType,method,ReferenceType,args,ReferenceType,IfStatement,isStarted(),BlockStatement,ThrowStatement,IllegalStateException,ReferenceType,getEndpoint(),getEndpointUri(),ReferenceType,VariableDeclarator,PojoInvocation,ReferenceType,MemberReference,MemberReference,MemberReference,ReferenceType,VariableDeclarator,getEndpoint(),createExchange(),StatementExpression,setInvocation(),MemberReference,StatementExpression,getProcessor(),process(),MemberReference,ReferenceType,VariableDeclarator,getException(),IfStatement,MemberReference,BlockStatement,ThrowStatement,InvocationTargetException,ReferenceType,MemberReference,ReturnStatement,getOut(),getBody(),getProxy,ReferenceType,ReturnStatement,MemberReference,getStub,ReferenceType,ReturnStatement,MemberReference,ReferenceType,ReferenceType,ReferenceType
org.apache.camel.component.rmi.RmiEndpoint	RmiEndpoint,ReferenceType,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,BasicType,VariableDeclarator,RmiEndpoint,endpointUri,ReferenceType,component,ReferenceType,StatementExpression,MemberReference,MemberReference,StatementExpression,MemberReference,URI,ReferenceType,MemberReference,isSingleton,BasicType,ReturnStatement,createExchange,ReferenceType,ReturnStatement,PojoExchange,ReferenceType,getContext(),createConsumer,ReferenceType,ReferenceType,processor,ReferenceType,IfStatement,MemberReference,size(),ThrowStatement,RuntimeCamelException,ReferenceType,ReturnStatement,RmiConsumer,ReferenceType,MemberReference,createProducer,ReferenceType,ReferenceType,ReturnStatement,RmiProducer,ReferenceType,getName,ReferenceType,ReferenceType,VariableDeclarator,getPath(),IfStatement,MemberReference,StatementExpression,MemberReference,getSchemeSpecificPart(),ReturnStatement,MemberReference,getRegistry,ReferenceType,IfStatement,getHost(),BlockStatement,IfStatement,getPort(),BlockStatement,ReturnStatement,getRegistry(),getHost(),BlockStatement,ReturnStatement,getRegistry(),getHost(),getPort(),BlockStatement,ReturnStatement,getRegistry(),getRemoteInterfaces,ReferenceType,ReferenceType,ReturnStatement,MemberReference,setRemoteInterfaces,remoteInterfaces,ReferenceType,ReferenceType,StatementExpression,MemberReference,MemberReference,IfStatement,MemberReference,isEmpty(),BlockStatement,StatementExpression,MemberReference,get(),getClassLoader(),setRemoteInterfaces,remoteInterfaces,ReferenceType,StatementExpression,setRemoteInterfaces(),asList(),MemberReference,getClassLoader,ReferenceType,ReturnStatement,MemberReference,setClassLoader,classLoader,ReferenceType,StatementExpression,MemberReference,MemberReference,getPort,BasicType,ReturnStatement,MemberReference,setPort,port,BasicType,StatementExpression,MemberReference,MemberReference,ReferenceType,ReferenceType
org.apache.camel.component.rmi.RmiProducer	RmiProducer,ReferenceType,VariableDeclarator,ReferenceType,VariableDeclarator,RmiProducer,endpoint,ReferenceType,StatementExpression,MemberReference,StatementExpression,MemberReference,MemberReference,process,exchange,ReferenceType,ReferenceType,VariableDeclarator,toExchangeType(),MemberReference,StatementExpression,invoke(),getRemote(),MemberReference,StatementExpression,copyFrom(),MemberReference,getRemote,ReferenceType,IfStatement,MemberReference,BlockStatement,ReferenceType,VariableDeclarator,getRegistry(),StatementExpression,MemberReference,lookup(),getName(),ReturnStatement,MemberReference,ReferenceType
org.apache.camel.component.xmpp.RuntimeXmppException	RuntimeXmppException,BasicType,VariableDeclarator,RuntimeXmppException,cause,ReferenceType,StatementExpression,MemberReference,RuntimeXmppException,message,ReferenceType,cause,ReferenceType,StatementExpression,MemberReference,MemberReference,ReferenceType
org.apache.camel.component.xmpp.XmppBinding	XmppBinding,populateXmppMessage,message,ReferenceType,exchange,ReferenceType,StatementExpression,setBody(),getIn(),getBody(),ReferenceType,ReferenceType,ReferenceType,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,getIn(),getHeaders(),entrySet(),ForStatement,EnhancedForControl,ReferenceType,ReferenceType,ReferenceType,ReferenceType,VariableDeclarator,MemberReference,BlockStatement,ReferenceType,VariableDeclarator,getKey(),ReferenceType,VariableDeclarator,getValue(),IfStatement,shouldOutputHeader(),MemberReference,MemberReference,MemberReference,BlockStatement,StatementExpression,setProperty(),MemberReference,MemberReference,ReferenceType,VariableDeclarator,getExchangeId(),IfStatement,MemberReference,BlockStatement,StatementExpression,setProperty(),MemberReference,extractBodyFromXmpp,ReferenceType,exchange,ReferenceType,message,ReferenceType,ReturnStatement,getBody(),shouldOutputHeader,BasicType,exchange,ReferenceType,headerName,ReferenceType,headerValue,ReferenceType,ReturnStatement
